"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.50672808959959,0.964,0.216,0,"0","Umodl1"
0,2.47924204173567,0.969,0.222,0,"0","Adcy3"
0,2.40841105651266,0.964,0.228,0,"0","Ric8b"
0,2.49550837298562,0.964,0.23,0,"0","Pcolce2"
0,2.34157748145663,0.977,0.247,0,"0","1700012B09Rik"
0,2.12464507254182,0.968,0.24,0,"0","Clgn"
0,2.42046741023403,0.937,0.213,0,"0","Cnga2"
0,2.45156356433854,0.948,0.224,0,"0","Spef2"
0,2.30371469010261,0.948,0.225,0,"0","Ctxn3"
0,2.36591249658807,0.941,0.224,0,"0","Acbd7"
0,2.30320133777181,0.948,0.233,0,"0","Jakmip1"
0,2.15779808376708,0.956,0.246,0,"0","Dcdc2a"
0,2.35888041295939,0.983,0.274,0,"0","Plekhb1"
0,2.22096928182392,0.922,0.214,0,"0","Nrn1l"
0,2.02225162255086,0.944,0.237,0,"0","Syt1"
0,2.78306300391439,0.906,0.2,0,"0","Gramd1c"
0,2.12518826334253,0.962,0.256,0,"0","Flrt1"
0,1.9637317306825,0.941,0.238,0,"0","Cntn4"
0,1.9893464611855,0.981,0.286,0,"0","Scn9a"
0,2.2120641560877,0.909,0.216,0,"0","Tmem74bos"
0,2.05967373320996,0.988,0.295,0,"0","Aplp1"
0,1.78696863987563,0.949,0.263,0,"0","Elavl3"
0,2.30317746254695,0.908,0.223,0,"0","Cfap69"
0,2.1609637143754,0.885,0.204,0,"0","Faim2"
0,1.90861811620995,0.952,0.271,0,"0","Uchl1"
0,2.12149731044536,0.89,0.218,0,"0","Fgf12"
0,1.75726945733888,0.931,0.26,0,"0","Ebf2"
0,2.04173506762023,0.908,0.239,0,"0","Tspan7"
0,2.17205742382391,0.899,0.231,0,"0","Ak1"
0,2.05546143726111,0.9,0.236,0,"0","Tom1"
0,2.3868184129547,0.886,0.222,0,"0","Pde4a"
0,2.35983404177312,0.853,0.19,0,"0","Kcnc4"
0,2.07902575730383,0.899,0.245,0,"0","Tspyl4"
0,2.46789432805313,0.997,0.344,0,"0","Stom"
0,2.32522493378143,0.87,0.218,0,"0","Manea"
0,2.27603686607017,0.855,0.203,0,"0","Acsl6"
0,2.02223973762071,0.946,0.295,0,"0","Igsf8"
0,2.19712855978131,0.843,0.195,0,"0","Fam81b"
0,2.47502414181917,0.985,0.338,0,"0","Rtn1"
0,2.12993760584299,0.991,0.346,0,"0","Ttll7"
0,2.23646895570535,0.857,0.212,0,"0","Lrriq1"
0,2.00832976737693,0.923,0.279,0,"0","Rufy3"
0,2.214689077348,0.884,0.24,0,"0","Pde1c"
0,2.43722578369389,0.817,0.174,0,"0","Cnga4"
0,1.87153547027085,0.92,0.286,0,"0","Nrxn1"
0,2.19025838505462,0.848,0.214,0,"0","Oscp1"
0,1.86522910158395,0.894,0.261,0,"0","Syt11"
0,2.0915332207566,0.905,0.274,0,"0","Pde6d"
0,1.57564109713688,0.87,0.239,0,"0","Lhx2"
0,2.25139985397262,0.892,0.261,0,"0","Id4"
0,2.38935896012419,0.808,0.178,0,"0","Cngb1"
0,2.01804888136782,0.986,0.356,0,"0","Serpine2"
0,2.11403114337725,0.841,0.211,0,"0","Snap25"
0,1.94646842096786,0.866,0.237,0,"0","Trnp1"
0,1.96256950517523,0.993,0.367,0,"0","Olfm1"
0,1.98324568177409,0.984,0.358,0,"0","Prxl2b"
0,2.29870105223891,0.831,0.206,0,"0","Mapk8ip2"
0,2.28476928433716,0.818,0.194,0,"0","Ttll6"
0,1.59444356355025,0.86,0.238,0,"0","Stmn3"
0,1.80596734416342,0.862,0.244,0,"0","Ebf3"
0,1.81178541732279,0.868,0.254,0,"0","Homer2"
0,2.31018710093817,0.8,0.187,0,"0","Fam131c"
0,2.13180331281501,0.824,0.211,0,"0","Them6"
0,2.08452603015232,0.842,0.23,0,"0","Impdh1"
0,2.47685777315313,0.781,0.17,0,"0","Ano2"
0,1.60724530217038,0.985,0.375,0,"0","Ncam1"
0,2.39088133138365,0.778,0.168,0,"0","Gm11992"
0,1.57406586746478,0.981,0.372,0,"0","Sult1d1"
0,1.95224224226684,0.87,0.262,0,"0","Klhl5"
0,1.42339025072484,0.883,0.276,0,"0","Tesc"
0,1.95554497646693,0.829,0.224,0,"0","Mlf1"
0,2.10530463100319,0.999,0.394,0,"0","Gfy"
0,2.31931573400855,1,0.395,0,"0","Chga"
0,2.21005662784583,0.793,0.189,0,"0","Carns1"
0,2.25269352488906,0.788,0.187,0,"0","Lrguk"
0,2.12457962501773,0.805,0.205,0,"0","Fam92b"
0,1.78134356837466,0.822,0.223,0,"0","Uncx"
0,2.1067904993422,0.834,0.235,0,"0","Eml2"
0,2.15801022675865,0.79,0.195,0,"0","Efna3"
0,2.20312431376576,0.999,0.405,0,"0","Nsg1"
0,2.19927298884819,0.786,0.193,0,"0","Rtp2"
0,1.61250525285791,0.87,0.279,0,"0","Fetub"
0,2.05017501190464,0.787,0.197,0,"0","Eef1a2"
0,2.09847645541049,0.841,0.251,0,"0","Ip6k2"
0,1.81957479798148,0.806,0.217,0,"0","Myt1l"
0,1.75476003178244,0.839,0.25,0,"0","Ank2"
0,1.8683577375675,0.922,0.335,0,"0","Cfap36"
0,2.12792675847345,0.782,0.195,0,"0","Rtp1"
0,1.98801207347434,0.806,0.221,0,"0","Hist2h2be"
0,1.56041087268945,0.85,0.268,0,"0","Rab6b"
0,2.0312028983793,0.803,0.222,0,"0","Epha5"
0,1.88787978137973,0.886,0.305,0,"0","Sgpl1"
0,1.92372410970224,1,0.423,0,"0","Fstl5"
0,2.13626336880183,1,0.424,0,"0","Gnal"
0,2.01327009168447,0.85,0.277,0,"0","Endod1"
0,2.03224765415564,0.887,0.317,0,"0","Ormdl3"
0,1.86581008104656,0.861,0.293,0,"0","Rap1gds1"
0,2.13774675645565,0.734,0.168,0,"0","Slc1a2"
0,1.95361853128879,0.999,0.436,0,"0","Atf5"
0,2.17634682182148,0.742,0.183,0,"0","Enkur"
0,2.45561511600518,0.72,0.161,0,"0","Ephx4"
0,2.40891398773602,0.714,0.155,0,"0","A730046J19Rik"
0,1.85974306121072,0.793,0.235,0,"0","Rab3a"
0,2.29567267743356,1,0.443,0,"0","Omp"
0,2.03972765573651,0.743,0.187,0,"0","Slc17a6"
0,1.64326983268148,0.811,0.255,0,"0","Gpm6a"
0,2.20520120834804,0.735,0.179,0,"0","Efcab10"
0,1.89287516037451,0.915,0.359,0,"0","Arl3"
0,2.10454190358547,0.759,0.204,0,"0","Spa17"
0,1.57369305421333,0.881,0.326,0,"0","Prnp"
0,1.83463440297153,0.857,0.303,0,"0","Ift43"
0,2.23879657257309,0.723,0.171,0,"0","Fam217a"
0,1.78020167906897,0.851,0.3,0,"0","Abhd16a"
0,2.07778561253492,0.761,0.211,0,"0","Rsph9"
0,1.96192233538115,0.804,0.255,0,"0","Ift74"
0,1.88238706402216,0.984,0.435,0,"0","Myo6"
0,2.08626891250306,0.733,0.184,0,"0","Clstn2"
0,1.84959521193156,0.76,0.212,0,"0","Spock1"
0,1.65558644328705,0.859,0.312,0,"0","Ptp4a3"
0,2.44604137157604,0.703,0.158,0,"0","Sept3"
0,2.00970272380173,0.765,0.222,0,"0","Traf3ip1"
0,2.09300324133481,0.733,0.19,0,"0","Rd3"
0,2.54987979120168,1,0.457,0,"0","Stoml3"
0,2.20977932771528,0.72,0.178,0,"0","Nat14"
0,1.75487567770754,0.824,0.283,0,"0","Ahi1"
0,2.03049726379047,0.778,0.239,0,"0","Agtpbp1"
0,1.6973844009718,0.834,0.296,0,"0","Faim"
0,1.56690820728695,0.948,0.411,0,"0","Mgst3"
0,2.05247307528065,0.725,0.191,0,"0","Cacnb3"
0,1.81574614463709,0.878,0.345,0,"0","Dnajb14"
0,1.38780645183759,0.754,0.221,0,"0","Tubb3"
0,2.15013407225785,0.707,0.174,0,"0","1110017D15Rik"
0,1.78968328421304,0.769,0.237,0,"0","Ncapg2"
0,2.25180327431843,0.7,0.169,0,"0","Ttc21a"
0,1.66088655428876,0.968,0.437,0,"0","Cystm1"
0,2.04151933295379,0.715,0.185,0,"0","Pex5l"
0,2.14360564810088,0.733,0.204,0,"0","Abca5"
0,2.08562374218912,0.716,0.187,0,"0","BC049352"
0,1.77164075302796,0.798,0.271,0,"0","Mycbp"
0,2.17927070296063,0.695,0.168,0,"0","Pifo"
0,1.98857172692096,0.716,0.189,0,"0","Slc24a2"
0,1.74322955903208,0.811,0.286,0,"0","Kifap3"
0,2.03774696121007,0.7,0.175,0,"0","Stmn4"
0,1.91189268795734,0.732,0.209,0,"0","Pygo1"
0,2.22764065493275,0.999,0.476,0,"0","Gng13"
0,2.1669335448545,0.705,0.182,0,"0","Elmod3"
0,2.04041129070461,0.718,0.196,0,"0","Fam13a"
0,2.01472416336388,0.705,0.184,0,"0","Zfp385b"
0,2.20713523998534,0.683,0.164,0,"0","Gadl1"
0,2.29922721588097,0.678,0.161,0,"0","Sgtb"
0,2.48120743437924,0.663,0.147,0,"0","Lrrn1"
0,1.44258774028909,0.816,0.301,0,"0","Prxl2a"
0,1.55548740606442,0.918,0.404,0,"0","Strbp"
0,1.47200131172371,0.889,0.376,0,"0","Camk2d"
0,2.00674869519248,0.701,0.189,0,"0","Tarsl2"
0,2.01887053651636,0.716,0.204,0,"0","Rnf128"
0,1.82083465341053,0.784,0.273,0,"0","Cep290"
0,2.06943901939921,0.682,0.171,0,"0","Rsph1"
0,1.81073676097736,0.706,0.196,0,"0","Ppp1r14c"
0,1.88573713012951,0.861,0.353,0,"0","Nfix"
0,1.60621352402254,0.81,0.302,0,"0","Ank3"
0,1.69321282878563,0.958,0.451,0,"0","Cmip"
0,1.96565325122441,0.732,0.226,0,"0","Wdsub1"
0,2.15996095961179,0.679,0.174,0,"0","Spef1"
0,1.66965273104048,0.754,0.249,0,"0","Pkib"
0,1.60669350732937,0.784,0.281,0,"0","Ssx2ip"
0,1.96385570641417,0.746,0.243,0,"0","Cfap298"
0,2.1030805122924,0.674,0.174,0,"0","Ccdc39"
0,2.73901700776641,0.591,0.091,0,"0","Ncam2"
0,2.10452102827568,0.675,0.175,0,"0","AC109619.1"
0,1.80626398642703,0.952,0.452,0,"0","S100a5"
0,1.969380525582,0.696,0.196,0,"0","Cep126"
0,1.67551225748246,0.95,0.45,0,"0","Hmgn3"
0,2.02000574519587,0.681,0.183,0,"0","Scg5"
0,2.07465758523011,0.677,0.179,0,"0","Rundc3a"
0,2.12641533448787,0.643,0.145,0,"0","Kirrel2"
0,1.87123321281193,0.696,0.198,0,"0","Kif1a"
0,2.08336883336385,0.675,0.178,0,"0","Dzip1l"
0,1.46687290480096,0.885,0.388,0,"0","Clstn1"
0,3.03185558106551,0.581,0.086,0,"0","Gldc"
0,2.04298725630803,0.673,0.179,0,"0","Fmn2"
0,1.93116898367436,0.675,0.184,0,"0","Tstd1"
0,2.14920004583542,0.662,0.173,0,"0","Srcin1"
0,1.47763502498277,0.875,0.386,0,"0","Tspan3"
0,2.02718229382544,0.665,0.177,0,"0","Ttll3"
0,1.0013417555581,0.976,0.488,0,"0","Ebf1"
0,1.62870715658844,0.79,0.303,0,"0","Aig1"
0,2.08977364848582,0.659,0.172,0,"0","Pak3"
0,1.77816698195623,0.683,0.198,0,"0","Gm13648"
0,1.88882576251384,0.723,0.238,0,"0","Exoc6b"
0,1.20760923549761,0.763,0.278,0,"0","Cpe"
0,2.00923856502338,0.669,0.185,0,"0","Map1a"
0,1.53402755675078,0.684,0.2,0,"0","Snca"
0,2.25276181435216,0.637,0.153,0,"0","Ccdc30"
0,1.76527946494434,0.675,0.192,0,"0","Rnf182"
0,1.82751738786263,0.724,0.242,0,"0","Rp2"
0,1.99425577457854,0.636,0.155,0,"0","Dynlrb2"
0,1.39326508220024,0.88,0.4,0,"0","Ivns1abp"
0,2.08804054417125,0.633,0.156,0,"0","Riiad1"
0,1.56652378482336,0.777,0.301,0,"0","Rabgap1l"
0,2.0126465400528,0.647,0.171,0,"0","Celf4"
0,2.36537261085349,0.615,0.141,0,"0","BC051077"
0,1.49318942410354,0.715,0.241,0,"0","Gnao1"
0,1.69564882891421,0.678,0.205,0,"0","Cplx2"
0,2.05588246961109,0.643,0.171,0,"0","Mapk10"
0,1.45567310080583,0.895,0.424,0,"0","Selenot"
0,1.87500437176271,0.668,0.197,0,"0","Slc4a4"
0,1.79587842141781,0.666,0.196,0,"0","Pkia"
0,1.80832435980535,0.684,0.216,0,"0","Kcnma1"
0,2.14787699427775,0.622,0.155,0,"0","Cdkl4"
0,1.86002287889188,0.682,0.217,0,"0","Ift81"
0,1.5002110941126,0.793,0.328,0,"0","Cfap20"
0,1.69478884337113,0.664,0.2,0,"0","Plxna4"
0,0.300500906114193,0.699,0.235,0,"0","Stmn2"
0,1.76675511499602,0.694,0.231,0,"0","Kif3a"
0,1.93611641818027,0.632,0.169,0,"0","Nxph3"
0,2.16571513414154,0.619,0.156,0,"0","Syp"
0,1.87324932641574,0.681,0.22,0,"0","Lman2l"
0,1.72480643990456,0.695,0.234,0,"0","Rufy2"
0,2.14914444466002,0.612,0.151,0,"0","Nxnl2"
0,2.35550111448204,0.599,0.138,0,"0","Mslnl"
0,1.03942409345306,0.674,0.214,0,"0","Arhgdig"
0,2.0185816370316,0.615,0.156,0,"0","1700016K19Rik"
0,1.67289687374652,0.655,0.199,0,"0","Ppp1r1a"
0,2.24950139931456,0.596,0.14,0,"0","Iqub"
0,1.20853281239761,0.946,0.49,0,"0","Ldhb"
0,1.83114716428923,0.627,0.175,0,"0","Syt7"
0,1.36191395071625,0.91,0.459,0,"0","Prrc2b"
0,1.50356874426165,0.733,0.282,0,"0","Hspa4l"
0,2.1237097871883,0.611,0.161,0,"0","Ccdc157"
0,1.59125678182099,0.732,0.283,0,"0","Cbx4"
0,2.26493001755982,0.585,0.136,0,"0","Ppp2r2c"
0,1.1849916021223,0.82,0.371,0,"0","Cebpg"
0,1.39573733056863,0.771,0.323,0,"0","Retreg1"
0,1.66495628396214,0.711,0.263,0,"0","Rab28"
0,2.13007995133753,0.599,0.151,0,"0","Stxbp5l"
0,1.6548292963367,0.706,0.258,0,"0","Tmem63b"
0,1.82080134798711,0.664,0.217,0,"0","Kif1bp"
0,2.07945908231847,0.601,0.154,0,"0","Erich3"
0,1.82536132030842,0.64,0.195,0,"0","Mcf2l"
0,1.43167795989289,0.908,0.463,0,"0","Dynll2"
0,2.12689860873245,0.595,0.15,0,"0","Iqcg"
0,1.27610762532152,0.814,0.37,0,"0","Auts2"
0,1.87249538189587,0.998,0.559,0,"0","Tshz2"
0,1.76913628728089,0.693,0.254,0,"0","Rhoq"
0,1.50491213938422,0.755,0.318,0,"0","Med21"
0,1.53163028164683,0.712,0.275,0,"0","Ptprs"
0,1.45026049488715,0.802,0.368,0,"0","Kat6a"
0,1.56907794137685,0.725,0.291,0,"0","Ncoa1"
0,1.40283214666361,0.97,0.536,0,"0","Chchd10"
0,1.72338172631697,0.64,0.207,0,"0","Slc8a1"
0,1.94336912964772,0.593,0.16,0,"0","Cend1"
0,2.0301894394432,0.605,0.173,0,"0","Dusp8"
0,1.53260416196585,0.728,0.296,0,"0","Lztfl1"
0,2.09757382127489,0.57,0.139,0,"0","Meig1"
0,2.21359935470275,0.558,0.129,0,"0","Pth2"
0,2.28413974360608,0.559,0.13,0,"0","Elmod1"
0,1.82912994595055,0.614,0.185,0,"0","Ccp110"
0,1.87750900145506,0.598,0.169,0,"0","Gdap1"
0,1.72564983275893,0.621,0.194,0,"0","Srgap1"
0,1.77238399491112,0.603,0.178,0,"0","Kcna2"
0,1.92792849879979,0.603,0.178,0,"0","Arhgef28"
0,2.15128197898088,0.576,0.151,0,"0","Ttc9"
0,1.3076070953394,0.927,0.503,0,"0","Adipor1"
0,1.8534492833095,0.609,0.185,0,"0","Tmem107"
0,1.07856518864063,0.938,0.514,0,"0","Psip1"
0,2.38968165654871,0.54,0.117,0,"0","Ccdc33"
0,1.88247706531067,0.612,0.189,0,"0","Dync2h1"
0,1.605460903342,0.658,0.236,0,"0","Glcci1"
0,1.69730289423658,0.612,0.19,0,"0","Bex2"
0,2.13091507932048,0.57,0.148,0,"0","B230369F24Rik"
0,1.6217777848204,0.677,0.256,0,"0","Psen2"
0,1.78596185012995,0.997,0.576,0,"0","Ckb"
0,1.39790338122286,0.743,0.322,0,"0","Cspp1"
0,1.79984618972797,0.608,0.188,0,"0","Mapk8ip1"
0,2.12340594464696,0.563,0.143,0,"0","Wdr54"
0,1.22098351280601,0.817,0.397,0,"0","Rab6a"
0,1.3245557195277,0.73,0.311,0,"0","Ccdc34"
0,1.66339436877067,0.658,0.24,0,"0","Lias"
0,1.7107348729996,0.642,0.226,0,"0","1110032A03Rik"
0,1.52873945979398,0.999,0.583,0,"0","Map1b"
0,1.83165617752105,0.624,0.208,0,"0","Khdrbs3"
0,1.57720801116956,0.623,0.208,0,"0","Limch1"
0,1.8745470208392,0.585,0.17,0,"0","Btbd8"
0,1.91251113476035,0.574,0.16,0,"0","Kcnmb2"
0,1.88523347907443,0.572,0.158,0,"0","5730403I07Rik"
0,1.62863204406521,0.999,0.586,0,"0","Tuba1a"
0,1.99398592496441,0.568,0.155,0,"0","A430035B10Rik"
0,1.84548232144843,0.584,0.172,0,"0","Kcnb1"
0,2.12141451318494,0.551,0.14,0,"0","Lingo1"
0,1.16394110347207,0.793,0.383,0,"0","Cisd1"
0,1.49829476222173,0.653,0.243,0,"0","Osbpl1a"
0,2.17433029073656,0.541,0.132,0,"0","Cfap206"
0,1.95955297926282,0.561,0.152,0,"0","Ksr2"
0,1.31253506109399,0.93,0.521,0,"0","Pgam1"
0,1.97178428633067,0.573,0.164,0,"0","Cdkl2"
0,1.37237977239596,0.962,0.553,0,"0","Msi2"
0,1.5759622563701,0.658,0.25,0,"0","Dbndd2"
0,1.75649685022626,0.564,0.156,0,"0","Scg3"
0,0.787150149851937,0.785,0.379,0,"0","Slc12a2"
0,1.92504387746491,0.557,0.152,0,"0","Dner"
0,1.30275716330637,0.88,0.475,0,"0","Nudc"
0,1.49183368364692,0.689,0.284,0,"0","Hjurp"
0,1.99087582862992,0.555,0.151,0,"0","Glb1l2"
0,2.57067345123148,0.507,0.103,0,"0","Hcn2"
0,2.28161406597581,0.524,0.121,0,"0","B830017H08Rik"
0,1.76835719070638,0.585,0.182,0,"0","Rfx3"
0,1.964540974017,0.572,0.169,0,"0","Rpgrip1l"
0,1.25466772690142,0.898,0.496,0,"0","Ypel3"
0,1.39052629507237,0.656,0.254,0,"0","Gcnt2"
0,1.49157695576804,0.661,0.26,0,"0","Casc4"
0,1.83273402886747,0.591,0.19,0,"0","Odf2l"
0,1.59892418129603,0.616,0.216,0,"0","Rbm15b"
0,1.73628132799388,0.583,0.183,0,"0","Cacna2d1"
0,2.04477091107465,0.541,0.142,0,"0","A830018L16Rik"
0,1.64779292681076,0.616,0.217,0,"0","Ndrg3"
0,1.58467605939879,0.654,0.255,0,"0","Grsf1"
0,1.53329262153202,0.973,0.575,0,"0","Saraf"
0,2.02883109195564,0.544,0.147,0,"0","Dnm1"
0,1.56862622941288,0.56,0.163,0,"0","Spock2"
0,1.87199565992961,0.571,0.174,0,"0","Arl6"
0,2.3362248455521,0.51,0.115,0,"0","Dnajb13"
0,1.27108179499914,0.726,0.331,0,"0","Appl1"
0,2.18726676277303,0.516,0.122,0,"0","Gm13589"
0,1.94457142518578,0.54,0.147,0,"0","Tmem178b"
0,1.12357224556232,0.82,0.427,0,"0","Kras"
0,1.89893008445778,0.571,0.178,0,"0","Morn2"
0,2.20147127123094,0.511,0.121,0,"0","Uckl1os"
0,1.87485425781335,0.555,0.165,0,"0","Cldn9"
0,1.36421481552092,0.655,0.266,0,"0","1500011B03Rik"
0,1.68714600328952,0.553,0.165,0,"0","Trim66"
0,1.2707919961145,0.725,0.338,0,"0","Ubxn2a"
0,1.19515961460136,0.786,0.4,0,"0","Kif1b"
0,1.88533894415766,0.543,0.157,0,"0","Scrn1"
0,1.6359956590772,0.585,0.199,0,"0","Stx2"
0,1.39529692010766,0.639,0.254,0,"0","Nme7"
0,1.97445072541974,0.535,0.15,0,"0","Slc4a8"
0,1.21519112893574,0.791,0.408,0,"0","Cacybp"
0,1.65098870808392,0.6,0.217,0,"0","D430042O09Rik"
0,1.97295809439925,0.539,0.156,0,"0","Rnf150"
0,1.32686376718506,0.559,0.178,0,"0","Bcl11b"
0,1.96257267975853,0.524,0.143,0,"0","Nwd1"
0,0.966505126143908,0.656,0.276,0,"0","Bcl7a"
0,2.0660095272912,0.508,0.128,0,"0","Scn4b"
0,1.09769173603134,0.769,0.389,0,"0","Hist1h2bc"
0,1.30914465235894,0.704,0.324,0,"0","Tpd52l2"
0,2.06574231439322,0.508,0.129,0,"0","Drc1"
0,1.32002569188221,0.686,0.309,0,"0","Lrrc59"
0,2.21790789876991,0.496,0.119,0,"0","Map3k19"
0,2.05886670429723,0.523,0.146,0,"0","Usp21"
0,2.00365594214127,0.511,0.134,0,"0","Trarg1"
0,2.22909468617556,0.495,0.118,0,"0","Ccdc40"
0,1.09225575923127,0.809,0.433,0,"0","Pten"
0,1.18603790748524,0.878,0.502,0,"0","BC031181"
0,1.2301169705555,0.806,0.431,0,"0","Ubl3"
0,1.27477843405187,0.721,0.346,0,"0","Acbd5"
0,1.95878759040095,0.526,0.151,0,"0","Ccpg1os"
0,1.81167098659061,0.547,0.173,0,"0","Ptdss2"
0,1.64486364391396,0.521,0.147,0,"0","Dcx"
0,2.15851955599194,0.498,0.125,0,"0","Armh4"
0,1.12402012697515,0.666,0.294,0,"0","Ssbp2"
0,2.05654847699398,0.502,0.13,0,"0","Fhad1"
0,2.12711766343312,0.494,0.122,0,"0","Tex52"
0,1.33665965000877,0.65,0.278,0,"0","Sae1"
0,1.67518146079458,0.54,0.168,0,"0","Kif5a"
0,1.55044459959653,0.597,0.226,0,"0","Lrba"
0,1.53124951023595,0.578,0.207,0,"0","Cby1"
0,1.93921063189865,0.508,0.138,0,"0","Lrrc10b"
0,1.43719726276655,0.592,0.223,0,"0","Rasal2"
0,1.70785801170718,0.517,0.149,0,"0","Cfap126"
0,2.08717950795652,0.497,0.13,0,"0","5330413P13Rik"
0,1.52028288570043,0.576,0.209,0,"0","Pfn2"
0,1.539314897056,0.564,0.197,0,"0","Adgrl3"
0,1.67762954499342,0.566,0.199,0,"0","Eif4e3"
0,1.48594058917567,0.538,0.172,0,"0","Emx2"
0,1.07680608797748,0.851,0.485,0,"0","Tnrc6c"
0,0.965779300775327,0.698,0.332,0,"0","Klf7"
0,1.66145183701586,0.549,0.184,0,"0","Apbb1"
0,1.80832357397116,0.53,0.165,0,"0","Magi2"
0,1.71232143200002,0.536,0.172,0,"0","Gk5"
0,1.28585717814098,0.69,0.326,0,"0","Pcp4l1"
0,1.18026910250134,0.618,0.255,0,"0","Pclo"
0,1.63287730842276,0.529,0.167,0,"0","Soga3"
0,0.600598290750006,0.571,0.209,0,"0","Cartpt"
0,1.80997025460634,0.535,0.174,0,"0","Cyb561"
0,1.46751675739307,0.602,0.242,0,"0","Pcmtd2"
0,2.01568530452806,0.483,0.124,0,"0","Hrk"
0,1.1259022376832,0.724,0.365,0,"0","Abhd17a"
0,1.30363484673316,0.656,0.299,0,"0","Nin"
0,1.30569690699108,0.611,0.254,0,"0","Nbea"
0,1.79125300332006,0.505,0.148,0,"0","Rab3b"
0,1.24885661303463,0.642,0.286,0,"0","Vamp2"
0,1.10590412377035,0.784,0.429,0,"0","Pfdn2"
0,1.09946640968523,0.792,0.437,0,"0","Psmc5"
0,1.71590503097323,0.531,0.176,0,"0","Ift88"
0,1.95438438915599,0.488,0.133,0,"0","Dtx1"
0,1.56978434464861,0.564,0.209,0,"0","Ngrn"
0,2.03909785897909,0.478,0.123,0,"0","Saxo2"
0,1.26291602101899,0.638,0.284,0,"0","2210016L21Rik"
0,1.69584838295809,0.532,0.178,0,"0","Gabbr1"
0,2.03118521188504,0.491,0.137,0,"0","Lpcat4"
0,2.14663099828966,0.476,0.122,0,"0","Galnt14"
0,0.933645901209307,0.669,0.316,0,"0","Rfk"
0,2.07185713640878,0.477,0.124,0,"0","Brinp2"
0,1.40655270013936,0.598,0.245,0,"0","Rnf220"
0,1.78183809764228,0.506,0.153,0,"0","Add2"
0,1.8710169247234,0.509,0.156,0,"0","Wdr35"
0,1.52885792368249,0.557,0.205,0,"0","Cds1"
0,1.15421980622747,0.915,0.563,0,"0","Ppp1r14b"
0,1.02700650195519,0.782,0.43,0,"0","Oip5os1"
0,1.21655493970625,0.678,0.326,0,"0","Erlec1"
0,1.3090596032706,0.596,0.244,0,"0","Sdc3"
0,1.9798745423888,0.478,0.126,0,"0","Brdt"
0,1.1499984663169,0.704,0.352,0,"0","Pcmt1"
0,1.42108072838682,0.574,0.223,0,"0","Zc2hc1a"
0,1.02827359717972,0.837,0.486,0,"0","Rtn3"
0,1.26033079725097,0.605,0.255,0,"0","Nav1"
0,1.32280705680544,0.622,0.273,0,"0","Ckap5"
0,1.5094992811469,0.565,0.216,0,"0","Rarg"
0,1.62240699146327,0.524,0.176,0,"0","Dtna"
0,0.277207048186475,0.742,0.394,0,"0","Ppa1"
0,1.13987807462351,0.626,0.278,0,"0","Bcl11a"
0,2.09584084224547,0.464,0.117,0,"0","Jhy"
0,3.04300662151961,0.406,0.059,0,"0","Cidea"
0,2.1483056214365,0.464,0.118,0,"0","Abhd3"
0,1.46273142014869,0.585,0.239,0,"0","Tmem64"
0,1.90394549439358,0.479,0.133,0,"0","Gabbr2"
0,1.10033392485172,0.92,0.575,0,"0","Calm3"
0,1.24135738052936,0.663,0.318,0,"0","Herc1"
0,1.47586450094049,0.545,0.2,0,"0","Sdc2"
0,1.376929965131,0.583,0.238,0,"0","Tusc3"
0,1.52053737891476,0.549,0.205,0,"0","Htatip2"
0,1.15160011354288,0.677,0.333,0,"0","Mapkap1"
0,1.0667664337607,0.741,0.397,0,"0","Tulp4"
0,1.14917341644673,0.683,0.34,0,"0","Timm17a"
0,1.07954361472228,0.791,0.448,0,"0","Dctn3"
0,1.88337126966641,0.493,0.15,0,"0","Otud3"
0,1.06422456797672,0.728,0.385,0,"0","Mat2b"
0,2.27604415636738,0.448,0.106,0,"0","Mmp16"
0,2.30844480461993,0.443,0.101,0,"0","Sec14l5"
0,1.45590024522765,0.567,0.225,0,"0","Arl13b"
0,1.25965660484331,0.548,0.207,0,"0","Sorbs2"
0,1.67199341686717,0.523,0.182,0,"0","Zbtb7b"
0,2.02022338362059,0.465,0.124,0,"0","Mns1"
0,1.02129132945358,0.763,0.422,0,"0","Arhgap5"
0,1.71485137974258,0.508,0.167,0,"0","Nsmf"
0,0.916152816950753,0.748,0.408,0,"0","Zmiz1"
0,1.56399818718228,0.535,0.195,0,"0","Tnfrsf21"
0,1.38549108701552,0.571,0.231,0,"0","Actr1b"
0,1.11784785084002,0.739,0.399,0,"0","Golga4"
0,1.3930594753913,0.582,0.242,0,"0","Gm17018"
0,0.536956916806033,0.653,0.314,0,"0","Mt2"
0,2.15311085573541,0.452,0.113,0,"0","Armc2"
0,1.8962303260885,0.478,0.139,0,"0","Dusp14"
0,1.42986249908651,0.619,0.28,0,"0","Glo1"
0,1.1179749201907,0.692,0.355,0,"0","Kmt5a"
0,1.85735166598723,0.488,0.151,0,"0","Alms1"
0,1.68210546868647,0.499,0.163,0,"0","Akap17b"
0,1.46241346934092,0.544,0.209,0,"0","Megf9"
0,2.12777219991711,0.451,0.116,0,"0","Trim45"
0,0.952532663327017,0.773,0.438,0,"0","Zranb2"
0,1.08398665159493,0.753,0.419,0,"0","Emc7"
0,1.13490093804888,0.722,0.388,0,"0","Adh5"
0,1.20271912943316,0.588,0.254,0,"0","Trim35"
