"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.40699755441403e-167,0.851756709027608,0.382,0.203,1.8613044154487e-162,"9","Commd2"
1.1678890711472e-166,0.76350757664211,0.472,0.272,2.9347884468858e-162,"9","Ube2e3"
2.27469029479214e-166,0.920170649503736,0.287,0.134,5.71606924178316e-162,"9","Ppwd1"
2.63035067494864e-166,0.362873903274725,0.943,0.848,6.60980821107845e-162,"9","Xist"
4.16875552709e-166,0.985318190292533,0.296,0.141,1.04756657640244e-161,"9","Lcor"
4.81099306097837e-166,1.07672297453486,0.253,0.114,1.20895444629325e-161,"9","Zbtb18"
9.47869563850325e-166,0.900919793404061,0.343,0.175,2.38190142699948e-161,"9","Smn1"
1.39205497858156e-165,0.59183449900276,0.619,0.389,3.49809495567759e-161,"9","Lsm4"
6.99592105942184e-165,0.626809868805563,0.653,0.435,1.75800500302211e-160,"9","Eprs"
9.4483306704049e-165,0.47884225965139,0.822,0.609,2.37427101416605e-160,"9","Arglu1"
4.6751869109747e-164,0.731874093333745,0.485,0.28,1.17482771885883e-159,"9","Nudt21"
8.16598038668585e-164,0.558798208386935,0.681,0.456,2.05202921137029e-159,"9","Prpf40a"
1.21405343794537e-163,1.0359135016254,0.295,0.144,3.05079488421291e-159,"9","Zfp704"
2.62110062417373e-163,0.833259391900496,0.361,0.187,6.58656375848617e-159,"9","Aqr"
2.79346470952855e-163,0.916978891809238,0.357,0.187,7.01969746857428e-159,"9","Cttn"
3.64464109325731e-163,0.683420178245661,0.501,0.293,9.1586186032463e-159,"9","Cdc37l1"
5.10900355951472e-163,0.663686233724129,0.483,0.276,1.28384150447045e-158,"9","Cbr1"
3.39716751951206e-162,0.700605795808177,0.482,0.279,8.53674225978186e-158,"9","Fam133b"
3.41379086015989e-162,0.768322111057331,0.413,0.225,8.57851505249578e-158,"9","Med31"
5.86393005033535e-162,0.586454360138171,0.617,0.39,1.47354698234877e-157,"9","Rb1cc1"
7.69525576181807e-162,0.941855358550903,0.291,0.138,1.93374082038726e-157,"9","Wdr70"
1.09077817216587e-161,0.268681258554335,0.935,0.798,2.74101646883561e-157,"9","Dstn"
1.18887579229277e-161,1.06943769310982,0.274,0.129,2.98752597845249e-157,"9","Stx3"
1.41347554501471e-161,0.971407505743403,0.287,0.137,3.55192269706747e-157,"9","Siah1a"
1.54914856562685e-161,1.02747084567216,0.273,0.128,3.89285543056372e-157,"9","Pou2f1"
4.24272654926182e-161,0.988043146677145,0.259,0.118,1.066154754564e-156,"9","Usf1"
6.22954298896365e-161,0.643309811621874,0.512,0.304,1.56542185769667e-156,"9","Irf2bp2"
6.71403050672622e-161,0.553921545495393,0.689,0.459,1.68716872603523e-156,"9","Rbm8a"
8.49634253934832e-161,0.899551727046396,0.339,0.174,2.13504591671284e-156,"9","Yrdc"
1.09416229859186e-160,0.440494268704883,0.896,0.762,2.74952044013148e-156,"9","Eif5a"
1.52738455582417e-160,0.991963573774567,0.276,0.13,3.83816465033056e-156,"9","Dpp3"
3.15252603240936e-160,0.833216458959416,0.357,0.186,7.92198266684148e-156,"9","Ccdc191"
5.76503025487073e-160,0.9681282306981,0.307,0.151,1.44869445274647e-155,"9","Nup50"
7.21643079697062e-160,0.79915323173584,0.381,0.203,1.81341689497075e-155,"9","Avl9"
9.11729767214692e-160,0.584945176618905,0.666,0.444,2.2910857320338e-155,"9","Ndufa8"
9.6918594599046e-160,0.610918712745876,0.588,0.371,2.43546736367943e-155,"9","Srp19"
1.10885960507463e-159,1.00809646208193,0.271,0.128,2.78645330159205e-155,"9","Sephs2"
1.85544455015762e-159,0.773803370686567,0.413,0.226,4.66254661009107e-155,"9","Syt7"
7.74790660062663e-159,1.05422055989945,0.267,0.125,1.94697144967147e-154,"9","Gm50240"
1.27552872554035e-158,0.635988743775301,0.582,0.368,3.20527613441034e-154,"9","Sars"
1.66461301331728e-158,0.867320812689047,0.337,0.172,4.18300604116498e-154,"9","Ccnt2"
2.00753712198485e-158,1.01012775585043,0.272,0.128,5.04474003383573e-154,"9","Pogk"
2.22332822874528e-158,0.530354310735635,0.736,0.515,5.58700150601401e-154,"9","Snrpd2"
2.5466616265489e-158,0.664567966832929,0.554,0.342,6.39950600135474e-154,"9","Psmd13"
3.25967923957485e-158,0.772679853039584,0.418,0.232,8.19124796112764e-154,"9","Mrpl11"
4.14552213691637e-158,1.0133236881047,0.285,0.138,1.04172825778571e-153,"9","Ap1m2"
4.18084050112096e-158,1.0102643809928,0.287,0.139,1.05060340952669e-153,"9","Stam"
4.73266958652184e-158,1.00794616059692,0.288,0.14,1.18927254039707e-153,"9","Snap91"
4.97880639586516e-158,0.906647853774124,0.315,0.158,1.25112425921696e-153,"9","Trim28"
1.00480182675269e-157,0.673230845093383,0.339,0.17,2.52496651044684e-153,"9","Slc4a7"
1.17818121300468e-157,0.849936255546455,0.333,0.168,2.96065157015947e-153,"9","Ccdc66"
2.42937752463495e-157,0.87108180995084,0.364,0.194,6.10478278165516e-153,"9","Ap1s1"
6.76019273819576e-157,0.842767069598203,0.35,0.182,1.69876883318121e-152,"9","Pik3ca"
2.1181242196324e-156,0.91137760733111,0.312,0.155,5.32263435151426e-152,"9","Hgs"
2.50914703791163e-156,0.442614611048054,0.839,0.643,6.30523559156813e-152,"9","Rbm25"
6.1433282889139e-156,0.819285430434025,0.369,0.195,1.54375696572117e-151,"9","Fam193a"
7.22467332373541e-156,0.811573407629008,0.386,0.209,1.81548815952147e-151,"9","Opa1"
1.44253461540697e-155,0.971752518698641,0.255,0.116,3.62494523505616e-151,"9","Nip7"
3.09914202711271e-155,0.773389552852182,0.399,0.219,7.78783399993152e-151,"9","1110038F14Rik"
1.00760366126382e-154,0.826533792867854,0.364,0.192,2.53200724038985e-150,"9","Nckap1"
1.26081901501051e-154,0.629553770900401,0.574,0.359,3.16831210281991e-150,"9","Cct3"
1.79432124365437e-154,0.669414103947616,0.509,0.303,4.50894985317907e-150,"9","Exoc3"
2.68449790971058e-154,0.732625437755154,0.44,0.25,6.74587479731173e-150,"9","Mrps17"
4.12354860428434e-154,0.451320877632524,0.886,0.746,1.03620652877061e-149,"9","Eif3c"
6.64692611787318e-154,0.814766338874881,0.32,0.16,1.67030606416035e-149,"9","Setx"
2.54093662036784e-153,0.471347885303332,0.624,0.379,6.38511963332235e-149,"9","Cfap20"
9.48813118835849e-153,0.946160693556508,0.29,0.141,2.3842724863226e-148,"9","Gtf3c1"
1.34850141791366e-152,0.532731452472047,0.677,0.45,3.38864921307523e-148,"9","Rnf7"
3.58700557137109e-152,0.86423208341418,0.327,0.168,9.0137863002984e-148,"9","Asf1a"
7.55501530981537e-152,0.548536155107605,0.661,0.434,1.8984997972035e-147,"9","Phf3"
1.16945638306526e-151,0.834226533016916,0.323,0.165,2.93872694500468e-147,"9","Wsb2"
1.677728357633e-151,0.685182995379455,0.481,0.283,4.21596358989597e-147,"9","Mcrip1"
2.32035791630186e-151,0.719443090415103,0.407,0.223,5.83082740787494e-147,"9","Wdr60"
3.11157711560523e-151,0.968521601238632,0.251,0.115,7.81908213380439e-147,"9","Map2k1"
3.37151012751429e-151,0.980959330778853,0.271,0.13,8.47226779943066e-147,"9","Polr2d"
4.97018027600947e-151,0.78641608942364,0.38,0.207,1.24895660155842e-146,"9","Zkscan3"
5.30931589485507e-151,0.968937392898782,0.291,0.144,1.33417799121813e-146,"9","Fam98a"
5.62645720682798e-151,0.99238824757711,0.287,0.141,1.4138724315038e-146,"9","Dock7"
9.0217747742668e-151,0.900205293989012,0.344,0.182,2.2670817830255e-146,"9","Fdft1"
9.37045792872984e-151,0.574862460470054,0.495,0.29,2.35470237291052e-146,"9","AC149090.1"
9.5430459530683e-151,0.924617301780628,0.299,0.149,2.39807201754653e-146,"9","Timm22"
9.57296630561262e-151,0.739174583667514,0.406,0.224,2.4055907029374e-146,"9","Specc1l"
1.22531067507386e-150,0.896840630733176,0.308,0.155,3.07908319539311e-146,"9","Fxr2"
2.99339983432141e-150,0.847452128520811,0.293,0.143,7.52211444366627e-146,"9","Abcc5"
1.28101775741614e-149,0.742816676186914,0.402,0.222,3.21906952261102e-145,"9","Ggps1"
3.16798968579189e-149,0.960486604279492,0.257,0.12,7.96084128142643e-145,"9","Cxxc1"
1.33085336297288e-148,0.773517949342414,0.388,0.215,3.34430141581455e-144,"9","Cyld"
1.50568715440398e-148,0.74100782242559,0.459,0.27,3.78364125030175e-144,"9","Gm47283"
1.70595021630195e-148,0.999954365134039,0.275,0.134,4.28688229854517e-144,"9","Eef1akmt1"
6.97825061257829e-148,0.729321767636584,0.406,0.227,1.7535645964348e-143,"9","Agfg1"
3.7674195325827e-147,0.559270164259335,0.58,0.362,9.46714854342706e-143,"9","Gpbp1"
3.91046401642275e-147,1.06047642014589,0.251,0.118,9.82660502686872e-143,"9","Cacfd1"
4.36434588710675e-147,0.589204605708001,0.587,0.375,1.09671647797106e-142,"9","Ccar1"
7.29321061258326e-147,0.759051021487671,0.361,0.192,1.83271089483605e-142,"9","Tnpo3"
1.04968797253197e-146,0.649775770466232,0.501,0.303,2.63776090617559e-142,"9","C1qbp"
1.06883733679729e-146,0.615858663168792,0.423,0.232,2.6858813436379e-142,"9","Tmem107"
1.16708015703268e-146,0.637727129272422,0.507,0.305,2.93275572660743e-142,"9","Ube2v2"
3.08796849460484e-146,0.820334460514801,0.34,0.179,7.7597560300925e-142,"9","Ss18"
3.08802726844599e-146,0.610763323769594,0.511,0.306,7.75990372287792e-142,"9","Rtf2"
3.7424994053555e-146,0.631576696289897,0.495,0.293,9.40452675571784e-142,"9","U2af2"
5.81731927390079e-146,0.62336062976063,0.485,0.289,1.46183416033853e-141,"9","Hook3"
1.27276443923069e-145,0.775442090491329,0.355,0.188,3.19832975934279e-141,"9","Otud3"
1.99731385185815e-145,0.732219568114708,0.325,0.169,5.01904997833435e-141,"9","Stk39"
2.72700122805151e-145,0.537164092367148,0.604,0.387,6.85268138597065e-141,"9","Rbm5"
1.85404056370544e-144,0.836844730465167,0.344,0.182,4.65901853253539e-140,"9","Ophn1"
2.3230394644006e-144,0.825094165174996,0.39,0.219,5.83756587009226e-140,"9","Sap30l"
2.93940552586134e-144,0.884495290701073,0.287,0.142,7.38643214593697e-140,"9","Zfp62"
3.70922754728221e-144,0.575435358786173,0.61,0.391,9.32091790356547e-140,"9","Ewsr1"
5.13485384255598e-144,0.620464594193636,0.516,0.309,1.29033742209589e-139,"9","Zc3h14"
9.36838809245326e-144,0.537129968150698,0.657,0.439,2.35418224375258e-139,"9","Sarnp"
1.36918965610226e-143,0.631278743892929,0.501,0.299,3.44063668681937e-139,"9","Api5"
3.96370594786949e-143,0.941185905610511,0.277,0.136,9.96039667640125e-139,"9","2810402E24Rik"
7.29254189367703e-143,0.596648324335869,0.541,0.335,1.8325428524621e-138,"9","R3hdm2"
7.79846034551406e-143,0.437730174340733,0.368,0.191,1.95967510022423e-138,"9","Mslnl"
7.81640445899012e-143,0.759767819920069,0.402,0.226,1.96418427649963e-138,"9","Strap"
1.23132728994782e-142,0.638724087338895,0.475,0.28,3.09420234690987e-138,"9","Herc2"
2.79130562290117e-142,0.716517702529195,0.38,0.208,7.01427189978835e-138,"9","Ccdc174"
5.58645507548619e-142,0.757715868767307,0.408,0.233,1.40382029591893e-137,"9","Atp2c1"
8.90588327290458e-142,0.526328260945456,0.542,0.324,2.23795940764819e-137,"9","Vamp2"
1.17400068404795e-141,0.614020845480912,0.565,0.355,2.95014631894409e-137,"9","Puf60"
1.70554908755744e-141,0.688573524514423,0.428,0.246,4.28587430212308e-137,"9","Fmr1"
3.4554523644085e-141,0.623521922326681,0.498,0.302,8.68320624652212e-137,"9","Ppp1r10"
9.00096285646245e-141,0.951822973562579,0.387,0.225,2.26185195620045e-136,"9","Bbx"
9.84138650946406e-141,0.797482154489218,0.336,0.177,2.47304201596322e-136,"9","Fam192a"
9.88453851998231e-141,0.980915253843533,0.262,0.127,2.48388568468635e-136,"9","Bmt2"
1.21962317023081e-140,0.600834614647945,0.531,0.328,3.064791064473e-136,"9","Kif2a"
1.25766129040125e-140,0.519394571063093,0.647,0.425,3.16037705664931e-136,"9","Eif1b"
2.58817133474958e-140,0.618901274634917,0.521,0.322,6.50381574709223e-136,"9","Rbis"
1.02134710163315e-139,1.01854135824369,0.258,0.126,2.56654313169394e-135,"9","Zfp64"
1.03993965291239e-139,0.537436681119153,0.472,0.269,2.61326435380355e-135,"9","Ift81"
1.15623033024019e-139,0.8521172549355,0.317,0.165,2.90549119686057e-135,"9","Nkapd1"
1.20087929068642e-139,0.957797519342189,0.271,0.134,3.01768956956589e-135,"9","Kdm3a"
1.24621020364846e-139,0.46888229733245,0.744,0.514,3.13160162074822e-135,"9","Trir"
1.40826276519493e-139,0.766732171338415,0.387,0.218,3.53882350265835e-135,"9","Hypk"
4.49899936944846e-139,0.56277798537492,0.589,0.383,1.1305535515487e-134,"9","Fam104a"
4.80815096255803e-139,0.757237900869919,0.384,0.214,1.20824025538121e-134,"9","Dda1"
5.0280205158629e-139,0.577774344373881,0.551,0.348,1.26349127543119e-134,"9","Srsf10"
6.21386448149111e-139,0.584903105838647,0.597,0.391,1.5614820055539e-134,"9","Eif4h"
1.14092762491109e-138,0.678543438108766,0.444,0.26,2.86703702863907e-134,"9","Rbm17"
1.32915555817212e-138,0.505357904213662,0.679,0.452,3.34003500213072e-134,"9","Cetn3"
2.1447272042455e-138,0.670429140100914,0.455,0.267,5.38948499154852e-134,"9","Tiprl"
3.85433443003235e-138,0.544309168369029,0.645,0.431,9.6855569892283e-134,"9","Psma5"
7.87265237218384e-138,1.02412980067205,0.253,0.122,1.97831881460608e-133,"9","Mvk"
8.80459298731395e-138,0.780916826114276,0.341,0.183,2.21250617178212e-133,"9","Crnkl1"
1.42993836685913e-137,0.464101842716484,0.701,0.479,3.59329212208031e-133,"9","Hspd1"
5.36467253388297e-137,0.570742839214105,0.565,0.356,1.34808856103945e-132,"9","Znhit1"
5.8988855890246e-137,0.852858360835108,0.302,0.155,1.48233095966599e-132,"9","Pacs2"
6.03631103229891e-137,0.807275072608314,0.387,0.224,1.51686459930639e-132,"9","Hist1h1c"
6.48557806913182e-137,0.747892785747785,0.375,0.209,1.62976091299213e-132,"9","Ube2w"
6.82391367479524e-137,0.935088601658334,0.261,0.127,1.7147812673393e-132,"9","Sp4"
7.2344376920657e-137,0.869433036267785,0.291,0.147,1.81794184763919e-132,"9","3110056K07Rik"
8.4539974591726e-137,0.712992558851506,0.331,0.174,2.12440502151548e-132,"9","Srebf2"
1.77663088081151e-136,0.889773317051188,0.291,0.149,4.46449574039125e-132,"9","Mrps10"
6.19106111045187e-136,0.934938969428044,0.26,0.126,1.55575174644545e-131,"9","Rxrb"
6.4930038719941e-136,0.91720556588331,0.262,0.128,1.6316269429934e-131,"9","Thoc3"
2.30900274686101e-135,0.451248807659656,0.761,0.55,5.80229300258703e-131,"9","Acin1"
3.10555234832494e-135,0.628250888783578,0.444,0.263,7.80394249610574e-131,"9","March5"
3.42050721490114e-135,0.647125684238549,0.395,0.218,8.59539258032507e-131,"9","Arl6"
3.52045082452956e-135,0.494423604767162,0.64,0.434,8.84654087696034e-131,"9","Nktr"
3.62555196839131e-135,0.571358433119047,0.529,0.327,9.11064954137052e-131,"9","Arid1a"
3.8855064666167e-135,0.666303795352175,0.461,0.277,9.76388919996111e-131,"9","Ap2b1"
4.56076511201039e-135,0.449707552710605,0.713,0.496,1.14607466499709e-130,"9","Rsrc2"
6.88078862316996e-135,0.980367135547427,0.252,0.122,1.72907337311638e-130,"9","Drosha"
1.432276292648e-134,0.468402889577737,0.492,0.288,3.59916709579516e-130,"9","Osbpl1a"
3.56319453937034e-134,0.528569895990076,0.63,0.425,8.95395155798372e-130,"9","Cggbp1"
3.93383552985046e-134,0.657798490537084,0.452,0.267,9.88533530296121e-130,"9","Trim33"
1.18288088750271e-133,0.789064181432153,0.343,0.186,2.97246138220556e-129,"9","Phf20"
1.34700770760764e-133,0.546530499953991,0.63,0.422,3.38489566844723e-129,"9","Aimp1"
2.39537565718593e-133,0.667668162485683,0.45,0.266,6.01933948894253e-129,"9","Fam98b"
2.57311390981336e-133,0.54688957873797,0.64,0.433,6.46597794397e-129,"9","Hnrnpul2"
2.66052188160855e-133,0.710341999279618,0.368,0.204,6.68562543629413e-129,"9","Ciao2b"
4.60283307970935e-133,0.873528569579953,0.306,0.161,1.15664592460016e-128,"9","Arhgap21"
8.50668095851207e-133,0.695910016205147,0.411,0.237,2.1376438580645e-128,"9","Elavl1"
1.05849234398884e-132,0.77609572398077,0.277,0.139,2.65988541120956e-128,"9","Insr"
1.2625142421441e-132,0.453413109712934,0.751,0.523,3.17257203908391e-128,"9","Rtn3"
1.37610169524882e-132,0.836505148432494,0.295,0.151,3.45800594999077e-128,"9","Fto"
2.23952846081019e-132,0.799112521321948,0.326,0.175,5.62771106916993e-128,"9","Ccdc115"
2.73026896581575e-132,0.673630098491849,0.4,0.229,6.86089288419841e-128,"9","Chd8"
3.26017986068006e-132,0.515188350459295,0.651,0.435,8.19250597190293e-128,"9","Rrp1"
3.96339744351404e-132,0.54672871090574,0.57,0.368,9.95962143580643e-128,"9","Imp3"
4.81938038573501e-132,0.617869672963967,0.492,0.303,1.21106209713135e-127,"9","Pak1ip1"
6.22382349909531e-132,0.684892909230788,0.418,0.242,1.56398460708766e-127,"9","Atp6v1h"
7.8204905666799e-132,0.747635506958349,0.325,0.174,1.96521107450099e-127,"9","Ptprg"
1.76177047792116e-131,0.841472631581813,0.298,0.155,4.42715303396808e-127,"9","Rwdd4a"
2.76777760157794e-131,0.579274817265594,0.496,0.306,6.95514833500519e-127,"9","Sptan1"
3.36479047348599e-131,0.818227981040876,0.309,0.162,8.45538198082295e-127,"9","Ip6k1"
3.61497189678685e-131,0.657474695402461,0.328,0.174,9.08406287943567e-127,"9","Zfp318"
4.45624936742266e-130,0.597865367779583,0.406,0.23,1.11981090353964e-125,"9","Lsm5"
7.83926534322404e-130,0.868649266750263,0.289,0.149,1.96992898809877e-125,"9","Terf2ip"
9.99898068118402e-130,0.63924017405796,0.44,0.262,2.51264385537473e-125,"9","Anapc11"
2.45660256228385e-129,0.677790359916074,0.387,0.219,6.1731965787631e-125,"9","Baz2a"
2.7195579219005e-129,0.594386210854898,0.386,0.222,6.83397710194377e-125,"9","Odc1"
6.77256785471802e-129,0.811298779312117,0.314,0.167,1.70187857621209e-124,"9","AI413582"
6.98498455392427e-129,0.88399886489707,0.282,0.143,1.75525676855563e-124,"9","Rab39b"
8.34881114183784e-129,0.488564015963484,0.566,0.359,2.09797275183243e-124,"9","Dleu2"
9.41174380486145e-129,0.378029515348564,0.497,0.284,2.36507710072363e-124,"9","Traf3ip1"
9.75423490114334e-129,0.831756274136305,0.299,0.157,2.45114168830831e-124,"9","Bmi1"
2.81517111300558e-128,0.754277814786456,0.347,0.192,7.07424348987173e-124,"9","Vps4a"
3.99190396417978e-128,0.69071066931898,0.399,0.229,1.00312554715874e-123,"9","Rnf214"
4.96192231301195e-128,0.70781750144407,0.377,0.213,1.24688145803677e-123,"9","Micu3"
6.16563940610463e-128,0.687711314053907,0.435,0.26,1.54936352636003e-123,"9","Shoc2"
1.24193599622214e-127,0.621428617196986,0.475,0.291,3.12086096490661e-123,"9","Polr2i"
2.02086320796159e-127,0.634623015399369,0.437,0.259,5.07822715528669e-123,"9","Rnf20"
2.44485536998465e-127,0.608678893106633,0.446,0.262,6.14367705923442e-123,"9","Arl13b"
3.14740461125113e-127,0.826838536433435,0.268,0.136,7.90911304761297e-123,"9","Fgd4"
3.18336306025231e-127,0.741150394459343,0.344,0.189,7.99947303410804e-123,"9","Snrpa1"
3.61402945304185e-127,0.907448547316626,0.275,0.141,9.08169461254886e-123,"9","Ccdc6"
3.95153225420871e-127,0.618429631410145,0.485,0.3,9.92980540160107e-123,"9","Pin4"
4.63767676234741e-127,0.597508203947665,0.496,0.31,1.16540179361028e-122,"9","Morf4l2"
5.85065768485004e-127,0.734985136324973,0.35,0.194,1.47021176962597e-122,"9","Gon4l"
6.06177418182647e-127,0.472512086097898,0.495,0.301,1.52326323415117e-122,"9","Kdm6b"
6.78788173443888e-127,0.352515264794859,0.551,0.319,1.70572680104715e-122,"9","Cntn4"
1.52794575946707e-126,0.888208891946652,0.269,0.137,3.83957489896479e-122,"9","Galnt7"
1.82555586117552e-126,0.457135008906615,0.681,0.464,4.58743932354796e-122,"9","Golgb1"
1.93568630049369e-126,0.879357428520334,0.3,0.16,4.86418610451059e-122,"9","Cask"
2.83761217289776e-126,0.659156118483142,0.346,0.188,7.13063562927479e-122,"9","Cdc42se2"
7.13243217933228e-126,0.651721010463172,0.299,0.155,1.79230888234441e-121,"9","Crlf3"
1.37447289681165e-125,0.41798066254994,0.679,0.456,3.453912942398e-121,"9","Bzw1"
7.28535725084082e-125,0.409911715122852,0.755,0.542,1.83073742356379e-120,"9","Ubxn1"
7.89697665796917e-125,0.843526974864549,0.285,0.148,1.98443126438107e-120,"9","Cep162"
1.08348850706359e-124,0.570972045029886,0.524,0.329,2.7226982694001e-120,"9","Hmox2"
1.71628264438356e-124,0.717240470320503,0.308,0.162,4.31284665707146e-120,"9","Tmprss6"
3.7652963657679e-124,0.772806107665441,0.337,0.186,9.46181323753817e-120,"9","Fam13b"
5.45885192274769e-124,0.575327652726711,0.444,0.268,1.37175489966727e-119,"9","Atf7ip"
5.61311552015124e-124,0.527864690224327,0.538,0.335,1.41051979905881e-119,"9","Mettl23"
5.66187337711867e-124,0.886854662564969,0.262,0.132,1.42277216093615e-119,"9","Retreg3"
8.91842450255872e-124,0.8884299561891,0.253,0.126,2.24111089324798e-119,"9","Mthfsl"
1.18151384052684e-123,0.598915923354281,0.486,0.302,2.96902612985989e-119,"9","Emg1"
1.29524788323429e-123,0.796120056348155,0.296,0.155,3.25482840577945e-119,"9","Prpf38a"
2.54158461721257e-123,0.89092133241344,0.253,0.126,6.38674798459347e-119,"9","Hbs1l"
1.37191967253808e-122,0.556375768849695,0.503,0.313,3.44749694512094e-118,"9","Dnm1l"
1.65345618629858e-122,0.395818809937577,0.73,0.525,4.1549700505497e-118,"9","Ddx6"
2.39819926109426e-122,0.888168625840241,0.264,0.135,6.02643492320376e-118,"9","Zbtb37"
3.26996148411472e-122,0.752160834489299,0.321,0.174,8.21708621343188e-118,"9","Mtrex"
3.3420796048181e-122,0.742840224593232,0.326,0.178,8.39831183894739e-118,"9","Abce1"
7.21605368850284e-122,0.634769602526616,0.386,0.222,1.81332213138388e-117,"9","Ep400"
8.33532663731236e-122,0.824542484284265,0.316,0.174,2.09458423069022e-117,"9","2310039H08Rik"
8.84120650721769e-122,0.739841645840062,0.328,0.18,2.22170678319873e-117,"9","Erc1"
1.34870211521876e-121,0.602479778500068,0.467,0.289,3.38915354533322e-117,"9","Setd5"
2.42599897532592e-121,0.682314255810035,0.399,0.234,6.09629282509652e-117,"9","Rab24"
4.22294297850055e-121,0.43598732835346,0.751,0.546,1.0611833410674e-116,"9","Vapa"
7.17943216792882e-121,0.799021744251553,0.311,0.168,1.80411950947883e-116,"9","Stau2"
1.59238177400739e-120,0.759468107264238,0.352,0.199,4.00149615990318e-116,"9","Mical3"
1.82174568227885e-120,0.474160313292885,0.512,0.316,4.57786472499852e-116,"9","Bcl11a"
2.64666978929537e-120,0.612209913064438,0.425,0.253,6.65081651352035e-116,"9","Paics"
2.83764460815386e-120,0.530977525179601,0.483,0.296,7.13071713582984e-116,"9","Dbndd2"
3.5972492676483e-120,0.75362928199991,0.316,0.17,9.0395276846734e-116,"9","Parg"
3.77503353565802e-120,0.529159488654064,0.56,0.363,9.48628177175503e-116,"9","Copa"
8.65406714654109e-120,0.390798788400551,0.685,0.486,2.17468053325431e-115,"9","Pgls"
1.50919496734462e-119,1.16668337344534,0.327,0.191,3.7924560334403e-115,"9","Tenm2"
2.30305316148125e-119,0.460002174637734,0.683,0.476,5.78734228948624e-115,"9","Pdcd5"
2.97728134532578e-119,0.356444192632392,0.338,0.184,7.48161029266914e-115,"9","Ralgps2"
4.0725549747659e-119,0.814774517863217,0.296,0.159,1.02339233960892e-114,"9","Mlh3"
1.57494109938947e-118,0.744363666263528,0.274,0.142,3.95766948865579e-114,"9","Rell1"
1.81049574597131e-118,0.817666813089144,0.276,0.143,4.5495947600513e-114,"9","Wipi2"
2.22182830760969e-118,0.676115493095055,0.393,0.231,5.5832323541924e-114,"9","Cops3"
3.30397734975699e-118,0.479033327301936,0.623,0.423,8.30256468220435e-114,"9","Ubap2l"
3.38771556680291e-118,0.694753869063381,0.326,0.178,8.51299044781902e-114,"9","Mdm2"
4.37969942816357e-118,0.740480477353663,0.252,0.126,1.10057466930322e-113,"9","Dennd5b"
6.00766942429416e-118,0.487095663856092,0.371,0.211,1.50966724963088e-113,"9","Dynlrb2"
6.08590558738242e-118,0.516579222098421,0.437,0.264,1.52932721505333e-113,"9","Knop1"
2.00417738603912e-117,0.6179254553591,0.425,0.251,5.0362973533777e-113,"9","Armc1"
2.05669578643955e-117,0.759820162870271,0.334,0.187,5.16827084174395e-113,"9","Gnl3l"
2.96646052750776e-117,0.779287200880736,0.305,0.165,7.45441865957425e-113,"9","Prpf18"
3.34427053858097e-117,0.881582329896428,0.269,0.141,8.40381743640012e-113,"9","Ipmk"
4.14467279703317e-117,0.493405728854119,0.639,0.444,1.04151482716647e-112,"9","Txndc17"
4.56011988478925e-117,0.856972062652972,0.256,0.131,1.14591252584869e-112,"9","Akt1s1"
4.88449322318568e-117,0.505269269968203,0.406,0.232,1.22742430205433e-112,"9","AC109619.1"
7.1616717836287e-117,0.30501630851874,0.935,0.844,1.79965650250806e-112,"9","Ywhaz"
7.21541447010995e-117,0.737278365252711,0.363,0.211,1.81316150219393e-112,"9","0610009B22Rik"
8.8266032415198e-117,0.822536293944766,0.283,0.15,2.21803712856151e-112,"9","Scnm1"
9.89673068511105e-117,0.518819214270815,0.558,0.363,2.48694945386155e-112,"9","Psmd2"
1.96720355418031e-116,0.81276172129628,0.343,0.2,4.94338581129971e-112,"9","Dap"
2.30535375612032e-116,0.763804879961269,0.277,0.145,5.79312345375476e-112,"9","Mrto4"
2.38591738799291e-116,0.327410141644417,0.823,0.642,5.99557180428738e-112,"9","Snrpg"
3.47605141651455e-116,0.51986450174578,0.565,0.371,8.73496960455942e-112,"9","Mlf2"
7.29179191284864e-116,0.440633172085795,0.655,0.445,1.83235438977973e-111,"9","Supt4a"
9.37792786308084e-116,0.556439398179044,0.467,0.289,2.35657949271358e-111,"9","Peli1"
1.70048261712116e-115,0.601368153166999,0.345,0.192,4.27314276856377e-111,"9","Slc12a6"
4.87911938567319e-115,0.616714786967242,0.394,0.233,1.22607391042582e-110,"9","Crk"
5.54669870157231e-115,0.647190906481794,0.339,0.191,1.39382991671811e-110,"9","Tsnax"
6.91590761839223e-115,0.568947142890385,0.416,0.247,1.73789842542578e-110,"9","Dnajc2"
9.41689112529903e-115,0.472800948280359,0.518,0.332,2.36637057087639e-110,"9","March7"
1.35468680246037e-114,0.641039632234745,0.377,0.219,3.40419246590267e-110,"9","Npepps"
1.45635754735625e-114,0.682090588692845,0.342,0.192,3.65968088075153e-110,"9","Commd7"
1.70400345648581e-114,0.728517861891434,0.328,0.184,4.28199028580318e-110,"9","Aktip"
1.83922219659611e-114,0.491100873587542,0.577,0.384,4.62178145782638e-110,"9","Pfdn1"
2.1523371962363e-114,0.66444269447135,0.386,0.224,5.40860814042219e-110,"9","Ppid"
2.92644868942013e-114,0.674751057142945,0.29,0.154,7.35387291164385e-110,"9","Dnmt1"
3.91287313604634e-114,0.722422783866227,0.334,0.188,9.83265890357085e-110,"9","Arid3a"
