"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tspo",0.0274570967990282,0.482030515868525,1,0.9,1
"Arpc4",0.0275122516647253,-0.21943661155501,1,1,1
"Gmip",0.0276021186075067,0.510318725948894,1,0.9,1
"Lztr1",0.0276059941105355,0.465735734082094,0.9,0.9,1
"Slc18a2",0.0276424035637044,0.341817418719229,0.6,0.1,1
"Psmc1",0.0276855052311638,0.513474916824432,1,0.9,1
"AI662270",0.0277460002903488,0.477146408917301,1,0.9,1
"Dpp8",0.0278461617344216,0.364612856671128,0.9,0.9,1
"Lyl1",0.0278466821042116,0.483041531964496,1,0.9,1
"Lrch1",0.0278727257686309,0.548460864476121,1,0.9,1
"Cyp2j6",0.0278809521661767,0.477624190262897,0.6,0.3,1
"Dnm1",0.0278824185343273,0.838176987545405,0.5,0,1
"Ilrun",0.027895912954536,-0.454299906810353,1,1,1
"Gcat",0.0279154578777567,0.415621480044877,0.9,0.9,1
"Kirrel2",0.0279847093559733,0.542989634009682,0.5,0.2,1
"Mob4",0.0280754706051993,-0.503420831181312,0.9,0.9,1
"Smyd4",0.0280762359603222,0.499051747042613,0.9,0.9,1
"Them6",0.0281636121237916,0.413075671425748,0.8,0.8,1
"Serpina3g",0.0281986677709501,1.16302737088521,0.8,0.8,1
"Gbp9",0.0282058168573031,0.482267181442923,0.9,0.9,1
"Srpr",0.028224994779824,-0.580606720899794,1,0.9,1
"Map3k4",0.0283724114042142,0.565281338258386,1,0.9,1
"Usp47",0.0285559075931165,0.562363909057837,1,0.9,1
"Itpr1",0.0285578555050599,0.506969401386401,0.9,0.8,1
"2700081O15Rik",0.0286465800174563,0.430467258807333,0.8,0.6,1
"Rnf128",0.0286470189222275,0.44269386233537,0.7,0.2,1
"Tulp3",0.0288069979290806,0.693086480720524,0.8,0.4,1
"Eif4ebp3",0.0288376913980943,0.680607182557782,1,0.8,1
"Stap1",0.0288750490578289,0.468972476293983,1,0.9,1
"Rnf149",0.0289080351583078,0.486874894513315,0.9,0.9,1
"Parp1",0.0289499915572721,0.690924471150173,1,0.9,1
"Chchd3",0.0290484150106341,0.379604539619746,0.9,0.9,1
"Tmtc3",0.0291175231541915,0.919316058331774,1,0.7,1
"Ifngr1",0.0291573345836111,-0.629338520169422,1,1,1
"Slc35c2",0.0291836978209238,-0.906089387311393,0.9,1,1
"Psmg2",0.0292108722667092,0.41370071302116,0.9,0.9,1
"Pnkd",0.0293705225395987,0.428279098722474,1,0.9,1
"Lsm5",0.0294582998891043,-0.954985061453965,1,1,1
"Foxred1",0.0294769837302553,0.427727621931547,0.9,0.9,1
"Nudt19",0.0294885903394015,0.36541523433465,0.9,0.9,1
"Nmt1",0.0295389115064592,0.492916850110032,1,0.9,1
"Efr3b",0.0295430473140385,0.478174028848035,0.6,0.2,1
"Mrps25",0.0295850875172298,0.349228262490352,0.9,0.9,1
"Gatc",0.0296110069489437,0.4320178158285,0.9,0.9,1
"Nol12",0.0298254520260588,0.56149922982691,1,0.9,1
"Pde7b",0.0298679491382554,0.47341726615665,0.8,0.7,1
"Ccnd1",0.0299920118431259,0.498260615823042,1,0.9,1
"Cycs",0.0300256202313551,0.392937167310006,1,0.9,1
"Orai3",0.0301154532180368,-0.393620632402766,0.9,0.9,1
"Tmem106a",0.0301743824418146,0.527804406718694,1,0.9,1
"Srek1",0.0302071320408607,-0.0842956864758894,1,0.9,1
"Fhod1",0.030335046604652,0.529270433469503,1,0.9,1
"Lrrc47",0.0303365981225274,0.768553838543168,1,0.9,1
"Proser1",0.0304382112536641,0.503694697893366,0.9,0.9,1
"Acad12",0.0305621581738028,-0.353930052430413,0.5,0.9,1
"Tpx2",0.0307319094131333,0.549649091328301,1,0.6,1
"Arhgap4",0.0307393886489582,0.475734725594201,1,0.9,1
"Cops7a",0.0307582845253621,0.585620351553543,1,0.9,1
"Hist1h2ac",0.0307771951730904,1.05971349786889,0.6,0.2,1
"H1f0",0.0308286314746958,0.535159298263425,1,0.9,1
"Cdk5rap3",0.0308773600802024,0.406960202868812,1,0.9,1
"Junb",0.0309123374620796,-0.342581572822971,1,1,1
"Hist1h1e",0.030939644551842,0.45245080458444,1,0.9,1
"Cacna1h",0.030972025658228,0.442401354329429,0.5,0,1
"Otud1",0.0309929155992799,0.831761658168279,1,0.9,1
"Gab3",0.0310324927188383,0.467825130386293,0.9,0.9,1
"Mrps7",0.0310357250895932,0.489687019948193,1,0.9,1
"Mfap3",0.0310572702254477,0.45320815434287,1,0.9,1
"Vcpip1",0.0311244217444141,0.55867320993232,1,0.9,1
"Pttg1",0.031171705608919,0.459997750637199,0.9,0.9,1
"Nab1",0.0312243106329955,0.528010144041294,1,0.9,1
"Spindoc",0.0313517962700284,-0.319857250451122,0.6,0.9,1
"AU040320",0.0314977855756955,0.519882122826048,0.9,0.8,1
"Uxt",0.0315265502913466,0.61658754379515,1,0.9,1
"Slf2",0.031567778197916,0.331532215886302,0.9,0.9,1
"Ccdc124",0.0317393776885647,0.369000991789583,1,0.9,1
"Cdk14",0.0318136270751988,0.578318979989954,1,0.9,1
"Bglap",0.0318511210609752,0.764669698348477,0.5,0,1
"Blmh",0.031886370120619,0.411836680277425,1,0.9,1
"Cdc42bpb",0.0319905297729585,0.641487910509033,1,0.9,1
"Il10rb",0.0322694323834407,-0.508869287632945,1,1,1
"Ccnl2",0.0322859117302567,0.334135749435153,1,0.9,1
"Gm42937",0.0323554363792839,0.462857336190193,0.9,0.8,1
"Napsa",0.0325546846854029,0.581416865192943,1,0.9,1
"Hnrnpu",0.0325947901387557,0.292746289581213,1,1,1
"Tmod3",0.0327244726651814,-0.445276822702245,0.9,1,1
"Slc25a10",0.0327586224410522,0.505965742024656,0.9,0.9,1
"Uqcrc1",0.0327653408756158,0.344858381730176,0.9,0.9,1
"Aatf",0.0329473139852508,0.383251040690302,0.9,0.9,1
"Cpd",0.0329890665031582,0.511180871163074,1,0.9,1
"Cluh",0.0329945778466323,0.452533592081117,0.9,0.9,1
"Ppp2r5a",0.0331051003356689,0.312938435722996,0.9,0.9,1
"Cinp",0.0331843765357117,0.395425040477097,0.9,0.8,1
"Ss18",0.0332268083207479,0.482925606159769,0.9,0.9,1
"Lims1",0.0332308320961191,0.42489653583426,1,0.9,1
"Lmbrd2",0.0333086101577465,0.627260884000715,1,0.9,1
"Rwdd4a",0.033374145826311,0.436900624133325,0.9,0.9,1
"A430005L14Rik",0.0334111733053047,0.732707184419997,1,0.9,1
"Cdk6",0.0334759405030246,0.411747351132597,1,0.9,1
"Mrps26",0.0335753300232766,0.540175654119821,1,0.9,1
"Crabp1",0.0336341293946131,0.554913743924641,0.7,0.5,1
"Paip2",0.0336531412557918,-0.230799283627604,1,0.9,1
"Tspan17",0.0337033796194259,0.521913308639929,1,0.9,1
"1700066M21Rik",0.033713792149796,0.460554212021293,0.9,0.7,1
"Daam1",0.0337545026380491,0.601273557547432,1,0.9,1
"Psd4",0.0337621988606089,0.54453163940827,1,0.9,1
"Tpmt",0.0338413686093189,0.459132400773393,0.8,0.5,1
"Gbp8",0.0339928323469097,0.688394795522687,0.9,0.9,1
"Snx10",0.0341150101500506,-0.389284659710273,1,1,1
"Tab2",0.034152862448765,0.546092003581146,1,0.9,1
"Ms4a6c",0.034193192277941,0.36299384767388,1,0.9,1
"Sdf2l1",0.0342390813813862,0.547217766174418,1,0.9,1
"Tlcd1",0.0342889811616578,0.321929981912622,0.7,0.2,1
"Fam81b",0.0345275834968771,0.34523324150158,0.6,0,1
"Polr3g",0.0345613533172834,0.439220520699061,0.9,0.8,1
"Mfsd13a",0.0345943401465257,0.407817943403499,0.9,0.8,1
"Cnp",0.0346532432417866,0.557308158580907,1,0.9,1
"Pnpt1",0.0346716352050936,0.573043906705833,1,0.9,1
"Mettl4",0.0346971437277703,0.438814219874166,0.9,0.8,1
"Ncoa2",0.0347093198203461,0.566781963463777,1,0.9,1
"Asl",0.0347621214944488,0.309736586013984,0.9,0.9,1
"Hexb",0.0348293639414791,-0.189369685503384,1,0.9,1
"Tmed3",0.0348566437531478,0.442554537558169,1,0.9,1
"Bcl2a1d",0.0349036138602576,0.491929853319168,1,0.9,1
"Nsmaf",0.0349352882734251,0.509669188204236,0.9,0.9,1
"Pkd2",0.0349507279097693,0.538910288716569,0.9,0.9,1
"Polr2l",0.0349951040243805,0.532620309207639,0.9,0.9,1
"Hnrnpm",0.0350639877854467,0.502536552857253,1,0.9,1
"Thumpd3",0.0350943964273595,0.323373313816689,0.9,0.9,1
"Chml",0.0351486401689075,0.490293070093291,0.9,0.9,1
"Rnf168",0.0353907240490871,0.518956355134897,1,0.9,1
"Ada",0.0354450766974388,0.492523121576324,0.9,0.8,1
"Ndufb2",0.0354499348436736,-0.2637424750105,0.9,0.9,1
"Tgif1",0.0355622516488243,-0.910478932814697,1,1,1
"Med14",0.0356645432211133,0.424723112488963,0.9,0.9,1
"Cacnb3",0.0357136470939952,0.395936768466438,0.6,0.2,1
"Nubp1",0.0357619100244675,0.559113751929479,1,0.9,1
"Mybbp1a",0.0357874685330625,0.465809307973756,1,0.9,1
"Ube2v1",0.0358104363972116,0.370557720477082,1,0.9,1
"Wdr74",0.0358630984528023,0.392582992604116,0.9,0.9,1
"AY036118",0.0359590585781729,0.902351201181958,1,0.9,1
"Jade2",0.0359767133661824,0.401318978107053,0.9,0.9,1
"Six3",0.0361335594384435,0.367705503639406,0.6,0.2,1
"Aif1",0.0362305338014111,0.284623861621535,1,1,1
"Prkca",0.0362933868443059,0.588758198896681,0.9,0.6,1
"Dnajc3",0.0362966454802314,-0.200147602060124,0.9,0.9,1
"Cadm1",0.0363576245692491,-1.70833369070975,0.9,1,1
"Sept9",0.0363606894948084,0.49740576460034,0.9,0.9,1
"Gbp6",0.0364081139032908,0.62559114580082,0.8,0.6,1
"Cox8b",0.0365485141460078,0.529697481657611,0.6,0.2,1
"Sox11",0.0365509671538088,0.495517636154625,0.6,0.2,1
"Hells",0.0366275975730506,0.483947426558236,0.8,0.9,1
"Iba57",0.0367656569781987,0.391556136685436,0.9,0.7,1
"Polr1c",0.0368320214636183,0.742042410060075,1,0.9,1
"Crls1",0.0368945605664329,0.441015071575499,1,0.9,1
"Dubr",0.0368961692015295,0.452986054582616,0.9,0.8,1
"Xpo7",0.0370220577665971,0.624978414127124,1,0.9,1
"Gmnn",0.0371304499724368,0.370913869380264,0.9,0.9,1
"mt-Co3",0.0371482242240511,0.156792207985791,1,1,1
"Dhcr24",0.03715453076565,0.64556993593834,0.9,0.9,1
"Abhd18",0.0371644811106677,0.444743396652663,0.9,0.8,1
"Klhl35",0.0373539264090867,0.619305604628273,0.7,0.5,1
"Kcnh3",0.0374902948342943,0.388124393721899,0.6,0.2,1
"Tgfbr2",0.0375166450930315,0.376297814876285,1,0.9,1
"Kazn",0.0375831094787411,0.426290328724851,0.7,0.4,1
"Prmt1",0.0377346804085613,0.470997731094443,1,0.9,1
"Sap30bp",0.0379541098912712,0.425229253868716,1,0.9,1
"Mindy2",0.0380979528506244,-0.300965618556173,0.9,0.9,1
"Fmn1",0.0381870334718096,0.56778129290022,0.9,0.9,1
"Foxk2",0.0382589267053864,0.542103803993835,0.9,0.9,1
"Mto1",0.0382870991934673,0.430767135880608,0.9,0.8,1
"Milr1",0.0383569655118935,0.329648489881305,1,0.9,1
"Neurl3",0.0384202390994722,-0.109679454623833,1,0.9,1
"Timm50",0.0384298155490343,0.478741747010689,1,0.9,1
"Fbxw17",0.0384797598137236,0.413161666365346,0.9,0.9,1
"Ncf1",0.0385458105553009,0.47269144884591,1,0.9,1
"Gemin5",0.0385537370501952,0.6745849964741,1,0.9,1
"Rgs5",0.0385737825437401,0.62821858776911,0.7,0.7,1
"Tuba1a",0.0385918344710452,0.485553810559456,1,1,1
"Ppp1r10",0.0385919152301558,-0.101608576376567,1,0.9,1
"9130401M01Rik",0.0386664370831969,0.379553930028544,0.9,0.9,1
"Jdp2",0.0386921710654023,-0.36273221729471,0.9,0.9,1
"Thumpd1",0.0386927096549003,0.363549070471455,0.9,0.9,1
"Psme1",0.0387160296005901,0.41077726556811,1,0.9,1
"Wdr76",0.0388590255306021,0.416020234049293,0.9,0.9,1
"Oas1c",0.0389106980032046,0.686308539798821,0.9,0.6,1
"Add2",0.0389358059799705,0.469074308343608,0.5,0.1,1
"Mvp",0.0391537462269399,0.60987880286664,1,0.9,1
"Nmd3",0.0392121775955692,0.606979494694515,1,0.9,1
"H3f3a",0.0392358419163221,-0.166794526796131,1,1,1
"Tubb2b",0.039314165906621,0.439903414175352,0.9,0.8,1
"Med21",0.0394327760288604,-0.265687395872446,0.9,0.9,1
"Entpd6",0.0394550729742345,0.381587274501265,0.9,0.9,1
"Spats2",0.0396040619685293,0.74665520166649,1,0.9,1
"Sgk1",0.0397531044835288,-0.210882683224384,1,0.9,1
"Bcl10",0.0397654027421197,-0.979326151588733,1,1,1
"Fam111a",0.0398798967569459,-0.363188999948676,1,1,1
"Spock2",0.0399392697284508,0.448710646918419,0.6,0.3,1
"Gdap1",0.0399511394408226,0.371287437322239,0.5,0.2,1
"Zfp369",0.0399811686864893,0.859495613437308,1,0.9,1
"Fbrs",0.0399925788644932,0.424255656416465,0.9,0.9,1
"Usp21",0.0401710871062203,0.519882484832805,0.9,0.9,1
"Creb3",0.0403431266344797,0.357786916228634,0.9,0.9,1
"Vps33b",0.0404840028387807,0.393841791288735,0.9,0.9,1
"Tifab",0.0406465612167687,0.536383489896456,1,0.9,1
"Ubac1",0.0406978798727928,0.499432207264614,0.9,0.9,1
"Mtx2",0.0407294438880827,0.347628714363848,0.9,0.9,1
"Taok3",0.0407768647294231,0.480159906959325,1,0.9,1
"Nit1",0.0408867026608309,0.454521297165289,0.9,0.9,1
"Ugdh",0.0409367873253271,0.490447921471525,0.9,0.9,1
"Pop4",0.0409592603216787,0.365237936954131,0.9,0.9,1
"Pkdcc",0.0409753521612129,0.456539890336894,0.9,0.9,1
"8030462N17Rik",0.0410700825914826,0.437593218885266,0.9,0.9,1
"Dnajc9",0.0410890041071911,0.32798829011435,0.9,0.9,1
"Apod",0.0411193155779448,0.613273958497951,0.9,0.9,1
"Cntln",0.0411401243867648,0.834536507259233,1,0.9,1
"Zcchc8",0.0411619835516422,0.319122187955643,0.9,0.9,1
"Ip6k2",0.0412456533947217,0.478303222399966,0.9,0.7,1
"Bod1l",0.0412519789187872,-0.299360386860811,0.9,0.9,1
"H2-Q6",0.0413188442252418,-0.832631928778899,0.9,1,1
"Rubcnl",0.0413659990381848,0.563188367951017,0.9,0.9,1
"Ipo8",0.0414402618642443,0.564057331983397,1,0.9,1
"Blcap",0.0415007565545644,0.52246378204767,0.9,0.9,1
"Pkp4",0.0415043184390056,0.733931593743315,1,0.9,1
"Clint1",0.0416385545645103,-0.247726463265362,1,1,1
"Nt5dc2",0.0416494492768574,0.494049498401442,0.9,0.8,1
"Fgd6",0.0416541195378282,0.535424393391091,0.7,0.8,1
"Il33",0.0417346291985933,0.525792117885856,0.3,0.2,1
"Olfml2b",0.0417602929755125,-0.254728575049345,0.5,0.9,1
"Lactb",0.0417841110467796,0.406831839266668,1,0.9,1
"Golga1",0.0418603704012246,0.469949194600946,1,0.9,1
"Sptbn4",0.0418826969150816,0.34583999399054,0.7,0.1,1
"Lpl",0.0419081341166965,-0.753257937668411,1,1,1
"Ahcyl1",0.0419105601104392,0.305220046085878,0.9,0.9,1
"Mdp1",0.0419249866482537,0.578875000243722,1,0.9,1
"Snrpf",0.0420124463620905,-0.265079332347744,1,0.9,1
"Cytip",0.0420423047767322,-1.05830739113486,1,1,1
"N6amt1",0.0421259961535916,0.404284864574955,0.9,0.9,1
"Sp140",0.0421544318569547,0.414931178700097,1,0.9,1
"Trnt1",0.0422336682111109,0.386012279463446,0.9,0.9,1
"Ttn",0.0422594290829056,0.562268347716139,0.8,0.5,1
"Csf1",0.0422719972017413,0.52682620854117,0.9,0.9,1
"Tent4a",0.0423363367498582,0.392212108099204,0.9,0.9,1
"Pgrmc2",0.0423465172699055,0.368618625935468,0.9,0.9,1
"Phf11a",0.0423686908970206,0.413899405187356,0.9,0.9,1
"Ppp6r1",0.042370255766717,0.541975902182597,1,0.9,1
"mt-Nd2",0.0424345199771616,0.305979812129934,1,1,1
"Hmga1",0.0424554421559087,0.44078156137265,0.9,0.8,1
"Sec14l5",0.0424791584387105,0.523275622237948,0.4,0.3,1
"Use1",0.0425498409926957,0.321820314593849,1,0.9,1
"Dennd4c",0.042581678717422,0.595115460766351,1,0.9,1
"Wdr1",0.0426157957850188,0.385465202152156,1,0.9,1
"Ccpg1",0.0427056875112715,-0.15282022809233,1,0.9,1
"Fam107b",0.0428407380787428,0.420423857626503,1,0.9,1
"Drap1",0.0429062150478296,0.375782023925382,1,0.9,1
"Exoc3",0.0429355254257351,0.422055879036076,1,0.9,1
"Nisch",0.042940514079706,-0.15688194106888,1,0.9,1
"Sec14l3",0.0430949068540197,1.2915008160414,0.3,0.3,1
"Exosc3",0.0431180154960889,0.364966074508724,0.9,0.9,1
"Vps13d",0.043133544618735,0.401531121712398,0.9,0.9,1
"Vps37a",0.043148596667624,0.455302663466222,1,0.9,1
"1600002K03Rik",0.0431983849354225,0.391408571626906,0.9,0.9,1
"Usp28",0.0432357222286946,0.498098868185365,0.9,0.8,1
"Rex1bd",0.0432373100779517,0.326486285620352,1,0.9,1
"Tmem267",0.0432756689521011,0.351308619733715,0.8,0.2,1
"Tcp11l2",0.0432823514140332,-0.298345535735265,0.9,0.9,1
"Birc2",0.0434111807640118,-0.136347591220521,1,0.9,1
"Coa4",0.043540784420266,0.65771222465618,1,0.9,1
"Igf2bp2",0.0436591513273391,0.461350432714979,0.4,0.2,1
"Tstd2",0.0437909966937247,0.614434626549428,1,0.9,1
"Atp6v0c",0.0438960298897505,-0.222998989197809,1,1,1
"Tm2d2",0.0439269460343666,-0.150767369494517,1,0.9,1
"Esyt2",0.0439693026736718,0.38171393586373,0.9,0.9,1
"Cgrrf1",0.0439770390631006,0.5924870449022,1,0.9,1
"Csnk1g3",0.0440300766365824,0.544847583716585,1,0.9,1
"Malsu1",0.0440313882061226,0.354237954302193,0.9,0.9,1
"Zfp30",0.0440561199417358,0.658959184269016,0.9,0.8,1
"Tmem8",0.0440822620968886,0.525751460227114,0.9,0.9,1
"Srsf5",0.0441066381934191,-0.449232097992114,1,1,1
"Gabbr1",0.0441300051578754,0.646338397922119,0.8,0.8,1
"Irf2bp2",0.0441518113928982,-0.789125766106187,1,1,1
"C9orf72",0.0442375694392951,0.50836738471592,1,0.9,1
"Trip11",0.0442975723461574,0.55589242788848,1,0.9,1
"Peli2",0.0443320027961729,-0.353300652328517,0.9,0.9,1
"Atp6v1a",0.0443864657478138,-0.147107531055737,1,0.9,1
"Exoc2",0.044475249171189,0.42241234729586,0.9,0.9,1
"Ccdc122",0.0445242188836781,0.69835648596767,1,0.9,1
"Mgp",0.0445507105755937,0.541360542980975,0.9,0.8,1
"Apeh",0.0447059732467546,0.554833339477392,0.9,0.9,1
"Eml5",0.0447276612356499,0.351609192001539,0.7,0.3,1
"Zfp382",0.0448210277029172,0.344130410202828,0.9,0.5,1
"Kmt5c",0.0449264850303865,-0.293826823245828,0.9,0.9,1
"Sesn1",0.0449929313938424,-0.421517574361894,1,1,1
"Sec61b",0.0450277483760296,-0.0697163515443429,1,0.9,1
"Recql",0.0451004375282401,0.44476199173179,0.8,0.9,1
"Gbp7",0.0452754175129857,-0.00789441391470608,1,1,1
"Acadl",0.0453154157359621,0.354765159169639,1,0.9,1
"Dnajc11",0.0453523261960115,0.408439935528641,0.9,0.9,1
"Uimc1",0.045356729195564,0.44053817604257,0.9,0.9,1
"Zfp566",0.0453584730557788,0.381493340288538,0.9,0.7,1
"Hmg20a",0.0453671751967959,0.433469894855019,0.9,0.9,1
"Pde6d",0.0453775695319914,0.419996505584421,0.9,0.9,1
"Smim1",0.0455614821183639,0.7582237730292,0.9,0.9,1
"Eif5b",0.0455784417365758,0.430933959721612,1,0.9,1
"Gpr89",0.0456021333979895,0.351114128934896,0.9,0.9,1
"Sorbs2",0.0456071411645778,0.422864355121146,0.8,0.3,1
"Zfp106",0.0461015575429882,0.386807614069309,1,0.9,1
"Chn2",0.0461026208367742,-1.20439212245579,0.9,0.9,1
"Camk2b",0.0461207461808317,-0.283508503091098,0.3,0.8,1
"Tmprss6",0.0461501570357246,0.460368961784377,0.7,0.2,1
"Mtif3",0.046302370084039,0.481820562983209,1,0.9,1
"Fkbp2",0.0463137901122709,0.351361153356741,1,0.9,1
"Mkrn2",0.0463378274015236,0.31625558732681,0.9,0.9,1
"Gm26749",0.0463927546182434,0.251551303403012,0.8,0.2,1
"5830416I19Rik",0.0464845751608458,0.447154329603906,0.4,0,1
"Mlh1",0.0465129838978632,0.427699854706482,0.9,0.8,1
"Abcb7",0.0465647991699175,0.464115056713946,0.9,0.9,1
"Atf1",0.0466036567803688,0.332062900796574,1,0.9,1
"Tmem147",0.0466089596044291,0.302194212910295,1,0.9,1
"Pfdn2",0.0466826406394232,-0.66230393234042,1,1,1
"2310010J17Rik",0.0466918072077056,-0.351519082350583,0.9,0.9,1
"Anxa6",0.0467611619169382,-0.75697991084689,1,1,1
"Txndc11",0.0469266506804498,0.518953922099053,0.9,0.9,1
"G3bp1",0.04696795374524,-0.683183053590689,1,1,1
"Zfp729b",0.0469930756484822,0.391154316098532,0.9,0.9,1
"Cpe",0.047001642062981,0.677036450108371,0.6,0.6,1
"Dock11",0.0470153313951782,0.377258666599293,0.9,0.9,1
"BC051076",0.0470219947014913,1.64694193212975,0.4,0.3,1
"Nop10",0.0470832336418734,-0.673920262636276,1,1,1
"Rnf185",0.0471445597459819,0.490094007826131,0.9,0.9,1
"Serinc3",0.0472047740863342,-0.249577064298754,1,1,1
"Rtp1",0.0472105267415219,0.955652349137643,0.4,0.1,1
"Sec22b",0.0472959988106278,0.401911780659975,1,0.9,1
"Rpn2",0.0474511753444578,0.378771413795196,1,0.9,1
"Cdc6",0.0474988195122444,0.319699553443445,0.8,0.3,1
"Macf1",0.0475536289749991,0.256675499774511,1,1,1
"Acsl5",0.0475833856129205,-0.432549606920282,1,1,1
"Wipf2",0.0476089810406864,0.460308912713655,0.9,0.9,1
"Utp14a",0.0476192321376782,0.395320263738696,0.9,0.9,1
"Cd14",0.047704283006076,-0.542661361044874,1,1,1
"Ncaph2",0.0477521314853391,0.352696492994703,0.9,0.9,1
"Hrh2",0.0478512650911968,0.402843329573787,0.9,0.8,1
"Tmcc2",0.0478605681113745,0.319053789983399,0.8,0.4,1
"Cntrl",0.0482640860602037,0.465532846754621,1,0.9,1
"Golga5",0.0482820972135335,0.639046321615895,1,0.9,1
"Ilf2",0.0483651526207099,-0.25569527737591,0.9,0.9,1
"Cox6a2",0.0484080232115127,0.48547493923434,0.7,0.5,1
"AI467606",0.048423855355086,-0.444159407478965,0.8,0.9,1
"Capn15",0.0485498899293841,0.499225503990773,1,0.9,1
"Pcna",0.0485742122939439,0.438727622560189,1,0.9,1
"Zc3h15",0.0487450436008953,0.360744728259621,1,0.9,1
"Mycbp",0.0487648443009178,0.406313881239216,0.9,0.8,1
"Rnf180",0.0489811394849389,0.54053724148309,1,0.9,1
"Ezh2",0.0489828942560701,0.554328638525139,1,0.9,1
"Renbp",0.0489875524374045,0.537534070470897,1,0.9,1
"Rbm34",0.0490302661415811,0.343766355813126,0.9,0.9,1
"Card6",0.0491154856419893,0.406131567462964,0.9,0.9,1
"Elf1",0.0491618756110641,0.364842496039908,1,0.9,1
"Mapk7",0.0491636513825644,0.487143762859795,0.9,0.8,1
"Ndufaf3",0.0492628924809841,0.447581474402563,1,0.9,1
"Zfp119b",0.0493187045510255,0.684979039426724,0.6,0.7,1
"Tmem164",0.0493351582602703,0.547146349283761,0.9,0.9,1
"Pmvk",0.0493733218110644,0.41498362825805,0.9,0.9,1
"Heatr3",0.0494018419770375,0.42980337589523,0.9,0.9,1
"Gm10432",0.0494054180027217,0.282697657198614,0.7,0,1
"Rbbp5",0.0494294130318425,-1.06615148623552,1,1,1
"Becn1",0.0494356029060949,0.372213088997583,0.9,0.9,1
"Borcs7",0.0494753098059451,-0.139623837056581,0.9,0.9,1
"Faap20",0.0494928784225049,0.367513785364759,0.9,0.9,1
"Lsm4",0.0495170492975812,0.389295320989675,1,0.9,1
"Med12l",0.0495788150613418,0.474691432091406,0.8,0.8,1
"Egr2",0.0496081242073544,0.45247558232226,1,0.9,1
"Dlst",0.0496459875716292,0.387684374016751,0.9,0.9,1
"Hist1h2ae",0.0496939315233802,0.419586569466338,0.9,0.5,1
"Rasd1",0.0497902943704291,0.32577821476064,0.6,0.1,1
"Dnttip2",0.0498444210276344,0.499490178574089,1,0.9,1
"Klhl24",0.0498489043892155,-0.1523393836899,1,0.9,1
"Csnk1d",0.0498593610217693,0.459932506774006,0.9,0.9,1
"Fadd",0.049940653431461,0.466138049542772,0.9,0.9,1
"Aqp3",0.0501842366692208,0.440903109748904,0.7,0.5,1
"Hprt",0.0502205370259443,-0.61962595736772,1,1,1
"Gm47283",0.0503006877266261,0.677255072285345,1,0.9,1
"Hlf",0.050382149046786,0.475175085433226,0.5,0.4,1
"Eloc",0.0503933425500473,-0.140601764625797,1,0.9,1
"Plpp7",0.0504655915464107,0.605796207961112,0.7,0.3,1
"Hddc2",0.050484679470949,0.390201927393314,0.9,0.9,1
"Dync2h1",0.0504944548991144,0.57817165837299,0.6,0.8,1
"Xpo1",0.0505727990526197,0.424897652171417,1,0.9,1
"Stard8",0.0507643817311039,0.412744151624796,0.9,0.9,1
"Ddost",0.0507691987638528,-0.19561944276941,1,0.9,1
"Tbc1d2b",0.0509310391027849,0.517279695227739,0.9,0.9,1
"Zfp202",0.0509702776902757,0.406357675802113,0.9,0.6,1
"Cd3eap",0.0510446628339831,0.504037425620494,1,0.9,1
"Zfp729a",0.0510682080650513,0.397490659003157,0.9,0.9,1
"Ticam1",0.0510710522197611,0.43331831959311,0.9,0.8,1
"Lypla1",0.0511924410842821,0.475736104192896,0.9,0.9,1
"Dnm1l",0.05134663598711,0.546176439888867,1,0.9,1
"Rbm22",0.0513768480141435,0.401698937035418,1,0.9,1
"Maf",0.0515322741103965,-0.0423848657626458,1,1,1
"Smap2",0.0515702279167354,-0.0534460087294248,1,1,1
"Obp2b",0.0516290194454497,0.439416288178315,0.6,0.4,1
"Fmnl1",0.0516553335844406,-0.508274769318266,1,1,1
"Por",0.0516874192926165,0.490218918255201,0.9,0.9,1
"Erlin2",0.0518199336942859,0.561578038196749,1,0.9,1
"Abca13",0.0518420476085468,0.438214528199847,0.4,0.1,1
"Josd1",0.0518751899780694,0.432665780175039,0.9,0.9,1
"Rev1",0.0519158834874106,0.391443128682091,0.9,0.9,1
"Nap1l1",0.0519509612076258,0.450289236616111,1,0.9,1
"Elf5",0.052033217298419,0.53276471249981,0.4,0.4,1
"Cyp51",0.0520423410041493,0.59839826007721,1,0.9,1
"Lsm3",0.0520906663815201,0.43823761407177,1,0.9,1
"Itpr2",0.0521286393766773,0.393989619618879,1,0.9,1
"Rev3l",0.052148224297423,0.415466849170528,0.9,0.9,1
"Cx3cr1",0.0521500490178274,0.275844331128153,1,1,1
"Muc5b",0.0521605814657382,0.581510105923339,0.6,0.4,1
"Parp4",0.0522613045929774,0.510028619461095,1,0.9,1
"Sell",0.0522835066170488,0.373571136363942,0.7,0.5,1
"Mvb12a",0.052383617150197,0.336723357148516,1,0.9,1
"mt-Nd1",0.052398270138081,0.0351862847551194,1,1,1
"Ncor2",0.0524917595396715,0.471003860835642,1,0.9,1
"Epha2",0.0525172854469049,0.30966663938811,0.7,0.4,1
"Ngp",0.0525197868549011,1.06133354354307,0.3,0.2,1
"Il2rg",0.052540550841642,0.50197839389548,0.9,0.9,1
